artist,songs,popularity,link,genre
Moreira da Silva,55,0.2,/moreira-da-silva/,Samba
Neguinho da Beija-Flor,57,0.4,/neguinho-da-beija-flor/,Samba
Nei Lopes,22,0.1,/nei-lopes/,Samba
Nelson Cavaquinho,134,0.4,/nelson-cavaquinho/,Samba
Nelson Sargento,53,0.1,/nelson-sargento/,Samba
Os Originais do Samba,62,0.6,/os-originais-do-samba/,Samba
Partido Em 5,2,0,/partido-em-5/,Samba
Paulinho da Viola,160,0.7,/paulinho-da-viola/,Samba
Pixinguinha,31,0.7,/pixinguinha/,Samba
POETASP,14,0,/poetasp/,Samba
Pura CadÃªncia,48,0.1,/pura-cadencia/,Samba
Quinteto em Branco e Preto,75,0,/quinteto-em-branco-preto/,Samba
Reinaldo,93,2.5,/reinaldo/,Samba
Roberto Ribeiro,135,0.6,/roberto-ribeiro/,Samba
Samba D' Improviso,2,0,/samba-d-improviso/,Samba
Samba de Rainha,38,0,/samba-de-rainha/,Samba
SambÃ´,71,0.8,/sambo/,Samba
Samprazer,80,1.5,/samprazer/,Samba
SÃ©rgio Malakay,1,0,/sergio-malakay/,Samba
Simplicidade S/A,3,0,/simplicidade-s-a/,Samba
SinhÃ´,3,0,/sinho/,Samba
SÃ_ Pra Contrariar,157,4.7,/so-pra-contrariar/,Samba
Soul+Samba,8,0,/soul-samba/,Samba
SwingaÃª,6,0,/swingae/,Samba
Symulek,7,0,/symulek/,Samba
Teresa Cristina,127,0.3,/teresa-cristina/,Samba
Thais Macedo,8,0,/thais-macedo/,Samba
Thiago Becker,1,0,/thiago-becker/,Samba
TÃ´ Black,3,0,/to-black/,Samba
Tudo Ã© Samba,10,0,/tudo-e-samba/,Samba
Velha Guarda da Portela,47,0.1,/velha-guarda-da-portela/,Samba
Wilson Batista,12,0,/wilson-batista/,Samba
Wilson das Neves,19,0,/wilson-das-neves/,Samba
Zeca Pagodinho,309,13.2,/zeca-pagodinho/,Samba
10000 Maniacs,110,0.3,/10000-maniacs/,Pop
3 Doors Down,91,4.9,/3-doors-down/,Rock
4SERES,1,0.1,/4seres/,Rock
A Day To Remember,81,0.7,/a-day-to-remember/,Rock
Adam Albuquerque,1,0,/adam-albuquerque/,Rock
Agnela,29,0.1,/agnela/,Rock
Alanis Morissette,181,5.8,/alanis-morissette/,Rock
Alejandro Escovedo,23,0,/alejandro-escovedo/,Rock
Alice In Chains,107,3.3,/alice-in-chains/,Rock
Alter Ego,6,0.1,/alter-ego/,Rock
Am,10,0,/am/,Rock
AndrÃ© Frateschi,15,0,/andre-frateschi/,Rock
Apoema,5,0,/apoema/,Rock
Arcade Fire,107,0,/the-arcade-fire/,Rock
Arctic Monkeys,127,14.1,/arctic-monkeys/,Rock
Audioslave,50,4.3,/audioslave/,Rock
Audrye Sessions,8,0,/audrye-sessions/,Rock
Avril Lavigne,145,22.6,/avril-lavigne/,Rock
Bad Religion,275,0.7,/bad-religion/,Rock
Balara,10,0.1,/balara/,Pop
Band Of Horses,60,0.3,/band-of-horses/,Rock
Banda Conrado,2,0,/banda-conrado/,Rock
Banda ICTUS,1,0,/banda-ictus/,Rock
Banda Jokers,10,0,/banda-jokers/,Rock
Banda Maria FumaÃ§a,5,0,/banda-maria-fumaca/,Rock
Banda Nesher,4,0,/banda-nesher/,Rock
Banda Sum,9,0,/banda-sum/,Rock
BarlowGirl,63,0.4,/barlowgirl/,Rock
Beastie Boys,188,0.6,/beastie-boys/,Rock
Beck,311,0.6,/beck/,Rock
Ben Kweller,65,0,/ben-kweller/,Rock
Berlin,92,1.6,/berlin/,Rock
Big Star,58,0.1,/big-star/,Rock
Bill Haley & His Comets,22,0,/bill-haley-his-comets/,Rock
Billy Squier,81,0,/billy-squier/,Rock
Biographia 54,1,0,/biographia-54/,Pop
Black Ties,2,0,/black-ties/,Rock
Blitz,57,1.3,/blitz/,Pop
Blondie,148,0.7,/blondie/,Rock
Bob Dylan,544,6.4,/bob-dylan/,Rock
Bon Jovi,359,31.2,/bon-jovi/,Rock
Breakeven,5,0,/breakeven/,Rock
Brunno Kun,1,0,/brunno-kun/,Rock
Bruno Silva,22,0,/bruno-silva/,Rock
Bryan Adams,230,11.3,/bryan-adams/,Rock
Buddy Knox,6,0,/buddy-knox/,Rock
Bullet For My Valentine,93,0.8,/bullet-for-my-valentine/,Rock
CA CAU,8,0,/ca-cau/,Rock
CalÃ§ada Noturna,20,0,/calcada-noturna/,Rock
Canto Dos Malditos Na Terra do Nunca,18,0.2,/canto-dos-malditos-na-terra-do-nunca/,Rock
Capital Inicial,196,8.1,/capital-inicial/,Rock
Chal,28,0,/chal/,Rock
Cheap Trick,187,0.2,/cheap-trick/,Rock
Cherry Ramona,10,0,/cherry-ramona/,Rock
Chuck Berry,159,0.7,/chuck-berry/,Rock
Claudio Henrique,8,0,/claudio-henrique-seven-music/,Sertanejo
ClÃ©ber Luis,13,0,/cleber-luis/,Rock
Comunidade Zen (2),17,0,/comunidade-zen-2/,Rock
Counting Crows,119,1.5,/counting-crows/,Rock
Cowboy Junkies,138,0.1,/cowboy-junkies/,Rock
Creed,57,6.6,/creed/,Rock
Crowded House,92,1,/crowded-house/,Rock
Cruithne Band,6,0,/cruithne-band/,Rock
Cw7,30,0.1,/cw7/,Rock
Dan Torres,36,0,/dan/,Rock
Danni Carlos,64,0.8,/danni-carlos/,Rock
Dave Edmunds,14,0,/dave-edmunds/,Rock
DAYAHMAN,8,0,/dayahman/,Rock
Dead Fish,129,0.7,/dead-fish/,Rock
Deerhunter,55,0,/deerhunter/,Rock
Detonautas,120,2,/detonautas-roque-clube/,Rock
Detoni,1,0,/detoni/,Rock
Dido,89,2.4,/dido/,Pop
Dire Straits,64,5,/dire-straits/,Rock
Disperse,24,0,/disperse/,Rock
DIVISION HEART,21,0,/division-heart/,Rock
Dona Mag,10,0,/dona-mag/,Rock
Duran Duran,207,2.8,/duran-duran/,Pop
Dustin,3,0,/dustin/,Hip Hop
Echo And The Bunnymen,96,0.5,/echo-and-the-bunnymen/,Rock
Eddie Cochran,26,0,/eddie-cochran/,Rock
Eddie Vedder,39,3,/eddie-vedder/,Rock
Edson Ferreira,2,0,/edson-ferreira/,Pop
Elbow,104,0.1,/elbow/,Rock
Elvis Costello,476,4.2,/elvis-costello/,Rock
Engenheiros do Hawaii,193,11.9,/engenheiros-do-hawaii/,Rock
Escape The Fate,89,0.3,/escape-the-fate/,Rock
Eternal Alliance,4,0,/eternal-alliance/,Rock
Everclear,133,0.1,/everclear/,Rock
Extreme,74,5.2,/extreme/,Rock
Eyes Set To Kill,69,0.1,/eyes-set-to-kill/,Rock
Fall Out Boy,142,2.4,/fall-out-boy/,Rock
Falling In Reverse,60,0.5,/falling-in-reverse/,Rock
Falling Sets Fire,2,0,/falling-sets-fire/,Rock
Fatho,13,0,/fatho/,Hip Hop
FeitoNÃ_s,6,0,/feitonos/,Rock
Filanos,9,0,/filanos/,Rock
Fireflight,68,0.4,/fireflight/,Rock
Fixo,10,0,/fixo/,Rock
Fleetwood Mac,252,3.6,/fleetwood-mac/,Rock
Flying Burrito Brothers,46,0,/flying-burrito-brothers/,Rock
Foo Fighters,169,9.1,/foo-fighters/,Rock
ForestSide,7,0,/forestside/,Rock
Forty Deuce,11,0,/forty-deuce/,Rock
Franz Ferdinand,89,0.9,/franz-ferdinand/,Rock
Freddie Mercury,133,9.9,/freddie-mercury/,Rock
Funeral For A Friend,113,0.1,/funeral-for-a-friend/,Rock
Garbage,129,0.4,/garbage/,Rock
Gene Summers,19,0,/gene-summers/,Rock
George Michael,128,5.1,/george-michael/,Rock
Georgios,10,0,/georgios/,Pop
Godspeed You! Black Emperor,11,0,/godspeed-you-black-emperor/,Rock
Gold n' Soul,4,0,/gold-n-soul/,Pop
Goo Goo Dolls,164,4,/goo-goo-dolls/,Rock
Gorillaz,136,2.7,/gorillaz/,Hip Hop
Guns N' Roses,102,23.6,/guns-n-roses/,Rock
Gustavo Goulart,14,0,/gustavo-goulart/,Pop
Hey Monday,24,0,/hey-monday/,Rock
Ian Dury And The Blockheads,121,0,/ian-dury-and-the-blockheads/,Rock
Iron Maiden,189,6.8,/iron-maiden/,Rock
Isabella Taviani,97,1.3,/isabella-taviani/,Rock
James Morrison,75,1.9,/james-morrison/,Rock
Jerry Lee Lewis,178,0.2,/jerry-lee-lewis/,Rock
Jesus Generation,1,0,/jesus-generation/,Rock
John People,12,0,/john-people/,Rock
Johnny Marr,44,0,/johnny-marr/,Rock
Jonavo,25,0,/jonavo/,Rock
Jota Quest,154,13.3,/jota-quest/,Pop
Journey,173,2.5,/journey/,Rock
JÃºnior Cordeiro,32,0,/junior-cordeiro/,Rock
Kaiser Chiefs,108,0.4,/kaiser-chiefs/,Rock
Kasabian,87,0.3,/kasabian/,Rock
Kerli,115,0.9,/kerli/,Pop
Killing Joke,114,0.1,/killing-joke/,Rock
Korn,219,1.7,/korn/,Rock
Laranja Freak,6,0,/laranja-freak/,Rock
LegiÃ£o 138,1,0,/legiao-138/,Rock
Leoni,91,2,/leoni/,Rock
Less Than Jake,196,0.1,/less-than-jake/,Rock
Libra,19,0.1,/libra/,Rock
Linkin Park And Jay-Z,7,0,/linkin-park-jay-z/,Hip Hop
Little Richard,46,0.3,/little-richard/,Rock
Los Hermanos,80,5.5,/los-hermanos/,Rock
Low,135,0.1,/low/,Rock
Lulu Santos,271,10,/lulu-santos/,Rock
LuxÃºria,16,0.4,/luxuria/,Rock
Madame Saatan,29,0,/madame-saatan/,Rock
Maicon Egot,7,0,/maicon-egot/,Pop
Maldita,59,0.1,/maldita/,Rock
Malta,43,1.4,/malta/,Rock
ManÃ¡,131,4.8,/mana/,Rock
Manic Street Preachers,259,0.2,/manic-street-preachers/,Rock
Marillion,173,0.8,/marillion/,Rock
Marilyn Manson,215,2.8,/marilyn-manson/,Rock
Maroon 5,151,90.3,/maroon-5/,Rock
Massacration,28,0.5,/massacration/,Rock
Matanza,95,1.3,/matanza/,Rock
McFly,162,2.2,/mcfly/,Pop
Miles Kane,37,0,/miles-kane/,Rock
Miranda Cosgrove,39,0.4,/miranda-cosgrove/,Pop
Misfits,146,0.5,/misfits/,Rock
Missing Takes,15,0,/missing-takes/,Rock
Morrissey,235,2.3,/morrissey/,Rock
Mortiis,35,0,/mortiis/,Rock
MotÃ¶rhead,267,1,/motorhead/,Rock
My Ghostly Cathy,3,0,/my-ghostly-cathy/,Rock
Narinas,13,0,/narinas/,Rock
Needtobreathe,78,0.5,/needtobreathe/,Rock
Nevilton,41,0,/nevilton/,Rock
Nickelback,115,10.2,/nickelback/,Rock
Nightwish,128,2.3,/nightwish/,Rock
Noel Gallagher,50,0.5,/noel-gallagher/,Rock
O Circuito,5,0,/o-circuito/,Rock
O Monte Luz,1,0,/o-monte-luz/,Rock
Oasis,162,12.2,/oasis/,Rock
Ã“pera dos SÃ©culos,5,0,/opera-dos-seculos/,Rock
Os Cascavelletes,51,0.5,/os-cascavelletes/,Rock
Os Paralamas do Sucesso,224,7,/paralamas-do-sucesso/,Rock
Pablo Stinson,1,0,/pablo-stinson/,Rock
Paramore,114,7.4,/paramore/,Rock
Paulo Medeiros,2,0,/paulo-medeiros/,Rock
Pavement,99,0.1,/pavement/,Rock
Pearl Jam,210,20.4,/pearl-jam/,Rock
Pedra LetÃ_cia,39,1.1,/pedra-leticia/,Rock
Pessoa Humana,12,0,/pessoa-humana/,Rock
Pink Floyd,209,30.9,/pink-floyd/,Rock
Pitty,98,8.1,/pitty/,Rock
Planet Hemp,51,2.1,/planet-hemp/,Rock
Poemas ElÃ©tricos,15,0,/poemas-eletricos/,Rock
Primal Scream,111,0.1,/primal-scream/,Rock
PROPAGNDA,1,0,/propagnda/,Rock
Raco,5,0,/raco/,Rock
Radiohead,191,5.3,/radiohead/,Rock
ReaÃ§Ã£o Em Cadeia,84,0.8,/reacao-em-cadeia/,Rock
Red Hot Chili Peppers,265,18.6,/red-hot-chili-peppers/,Rock
Reforme,5,0,/reforme/,Rock
Replace,49,0.3,/replace/,Rock
Resgate,121,0.4,/resgate/,Rock
Resylia,9,0,/resylia/,Rock
Reverend Horton Heat,92,0,/reverend-horton-heat/,Rock
Rick Rock,4,0,/rick-rock/,Hip Hop
Ritz,27,0,/ritz/,Rock
Rolling Stones,432,11,/the-rolling-stones/,Rock
Ronco.,6,0,/ronco/,Rock
Rosa de Saron,134,8.2,/rosa-de-saron/,Rock
Rude,7,0.1,/rude/,Rock
Rush,179,1.4,/rush/,Rock
Russell Allen,24,0,/russell-allen/,Rock
Saga CrepÃºsculo,81,5,/crepusculo-trilha-sonora/,Rock
Saint Pradier,1,0,/saint-pradier/,Rock
Savages,24,0,/savages/,Rock
Scalene,73,0.8,/scalene/,Rock
Screamin' Jay Hawkins,21,0,/screamin-jay-hawkins/,Rock
Serj Tankian,58,0.4,/serj-tankian/,Rock
Simple Minds,168,1.7,/simple-minds/,Rock
Sinesth,3,0,/sinesth/,Rock
Sintonizando Sonhos,4,0,/sintonizando-sonhos/,Rock
Skank,139,12.3,/skank/,Rock
Skid Row,85,1.3,/skid-row/,Rock
Skillet,126,2.6,/skillet/,Rock
Sleeping With Sirens,71,0.8,/sleeping-with-sirens/,Rock
Smashing Pumpkins,259,1.2,/smashing-pumpkins/,Rock
SSD,6,0,/ssd/,Rock
Stevens,28,0.1,/stevens/,Rock
Stray Cats,96,0.1,/stray-cats/,Rock
Strike,49,1.3,/strike/,Rock
Sublime With Rome,14,0.3,/sublime-with-rome/,Rock
Suite7,12,0,/suite7/,Rock
Supercombo,66,2.2,/supercombo/,Rock
Superdrive,18,0,/superdrive/,Rock
Supernatural (sÃ©rie),85,1,/supernatural-serie/,Rock
Survivor,87,1.2,/survivor/,Rock
Taking Back Sunday,95,0.2,/taking-back-sunday/,Rock
Tank (Band),50,0,/tank-band/,Rock
Tarja Turunen,114,0.3,/tarja-turunen/,Rock
Teenage Fanclub,154,0.1,/teenage-fanclub/,Rock
The All-American Rejects,74,0.4,/the-all-american-rejects/,Rock
The Beach Boys,341,1,/beach-boys/,Rock
The Bravery,44,0.2,/the-bravery/,Rock
The Cab,38,0.1,/the-cab/,Rock
The Calling,46,3.6,/the-calling/,Rock
The Cranberries,125,9.4,/the-cranberries/,Rock
The Doors,135,5.8,/the-doors/,Rock
The Flaming Lips,169,0.1,/the-flaming-lips/,Rock
The Gazette,176,0,/gazette/,Rock
The Go! Team,10,0,/the-go-team/,Rock
The Jam,98,0.1,/the-jam/,Rock
The Maccabees,48,0,/the-maccabees/,Rock
The Maine,117,0.6,/the-maine/,Rock
The Minimalistas,11,0,/the-minimalistas/,Rock
The Naked Brothers Band/Nat and Alex Wolff,75,0,/the-naked-brothers-band/,Rock
The Pogues,111,0,/pogues/,Rock
The Runaways,50,0,/runaways/,Rock
The Smiths,76,3.8,/the-smiths/,Rock
The Strokes,81,2.5,/the-strokes/,Rock
The Used,103,0.2,/the-used/,Rock
The Veronicas,97,0.4,/the-veronicas/,Rock
The Whales,3,0,/the-whales/,Rock
Third Day,174,1,/third-day/,Rock
Thirty Seconds To Mars,89,3.2,/thirty-seconds-to-mars/,Rock
TitÃ£s,228,8.9,/titas/,Rock
Tori Nogueira,6,0,/tori-nogueira/,Pop
Uriah Heep,263,0.4,/uriah-heep/,Rock
Vaga Luz,24,0,/vaga-luz/,Rock
Vanessa Carlton,73,1.8,/vanessa-carlton/,Pop
Vanguart,92,0.8,/vanguart/,Rock
Ventania,35,1.3,/ventania/,Rock
Vertical Jungle,1,0,/vertical-jungle/,Rock
Viena,12,0,/viena/,Rock
Viktor Hiugo,8,0,/viktor-hiugo/,Rock
Vintage Play,5,0,/vintage-play/,Rock
Vivendo do Ã“cio,46,0.1,/vivendo-do-ocio/,Rock
Weezer,237,1.8,/weezer/,Rock
Whitesnake,145,2.2,/whitesnake/,Rock
WWE,140,0.3,/wwe/,Hip Hop
ZÃ© Maholics,6,0,/ze-maholics/,Rock
Zona 22,2,0,/zona-22/,Rock
Zumzera e Guilherme,5,0,/zumzera-e-guilherme/,Sertanejo
021 FunÃ§Ã£o,5,0,/021-funcao/,Hip Hop
3OH!3,79,0,/3oh3/,Pop
7niggaz,0,0,/7niggaz/,Hip Hop
Alkin,4,0,/alkin/,Hip Hop
AndrÃ© Drake,6,0,/andre-drake/,Hip Hop
Apocalipse 16,124,0.8,/apocalipse-16/,Hip Hop
Arrete,1,0,/arrete/,Pop
Artur Desh,6,0,/artur-desh/,Hip Hop
ASigla 062,4,0,/asigla-062/,Hip Hop
Audiodax,1,0,/audiodax/,Hip Hop
Baby Boy da Prince,9,0,/baby-boy-da-prince/,Hip Hop
Barroz,1,0,/barroz/,Hip Hop
Berg Money,7,0,/berg-money/,Hip Hop
Big Sean,86,2.1,/big-sean/,Hip Hop
BigBang,175,1,/big-bang/,Hip Hop
Black Moon,55,0,/black-moon/,Hip Hop
Blake Lewis,47,0,/blake-lewis/,Hip Hop
Bow Wow,147,0.7,/bow-wow/,Hip Hop
Brazillusion,10,0,/brazillusion/,Hip Hop
Brisco,4,0,/brisco/,Hip Hop
Buddy Oficial,5,0.1,/buddy-oficial/,Hip Hop
Caio Brown E Tamiris Vaz,5,0,/caio-brown-e-tamiris-vaz/,Hip Hop
Calle 13,98,0.6,/calle-13/,Hip Hop
CAMAR,2,0,/camar/,Hip Hop
Caput,1,0,/caput/,Hip Hop
Carte La,2,0,/carte-la/,Hip Hop
Celeste MC,7,0,/celeste-mc/,Hip Hop
Chamillionaire,194,0.8,/chamillionaire/,Hip Hop
Chantelle Paige,7,0,/chantelle-paige/,Pop
Chiccote's,1,0,/chiccotes/,Hip Hop
Chiddy Bang,28,0,/chiddy-bang/,Hip Hop
Chris Brown,563,14.3,/chris-brown/,Hip Hop
Christina Milian,62,0,/christina-milian/,Hip Hop
CL A POSSE,1,0,/cl-a-posse/,Hip Hop
Colby O Donis,29,0,/colby-o-donis/,Pop
ConeCrewDiretoria,81,3.1,/conecrewdiretoria/,Hip Hop
Conner Mundim,4,0,/conner-mundim/,Hip Hop
Criolo,72,14.6,/criolo/,Hip Hop
D. Woods,16,0,/d-woods/,Pop
D12,117,0.2,/d12/,Hip Hop
Daddy Yankee,216,2.9,/daddy-yankee/,Hip Hop
DJ Alpiste,70,0.2,/dj-alpiste/,Hip Hop
DJ Rchagas,0,0,/dj-rchagas/,Hip Hop
Draiona,2,0,/draiona/,Hip Hop
Drake,263,21.2,/drake/,Hip Hop
Dustin Maia,38,0,/dustin-maia/,Hip Hop
E-Cologyk,4,0,/e-cologyk/,Hip Hop
Ester Dean,37,0,/ester-dean/,Hip Hop
Fabiano Dodo,13,0,/fabiano-dodo/,Hip Hop
Fabio Coco,11,0,/fabio-coco/,Pop
Felipe LobÃ£o,1,0,/felipe-lobao/,Hip Hop
Fergie,66,3.5,/fergie/,Pop
FilosofiaMatinal,1,0,/filosofiamatinal/,Hip Hop
Firmado NarochaRap,5,0,/firmado-narocharap/,Hip Hop
Flo Rida,115,2.4,/flo-rida/,Hip Hop
Flobots,31,0,/flobots/,Hip Hop
Flora Matos,59,2.2,/flora-matos/,Hip Hop
Flow Tenso,16,0,/flow-tenso/,Hip Hop
Freezy Ossany,1,0,/freezy-ossany/,Hip Hop
Fuse,46,0,/fuse/,Samba
G98 Rap,6,0,/g98-rap/,Hip Hop
Gabriel O Pensador,108,7,/gabriel-pensador/,Hip Hop
GeagaH,8,0,/geagah/,Hip Hop
GG Mc's,8,0,/gg-mcs/,Hip Hop
Grupo GX,4,0,/grupo-gx/,Hip Hop
Gucci Mane,153,0.6,/gucci-mane/,Hip Hop
Hanti,3,0,/hanti/,Hip Hop
Hanz,3,0,/hanz/,Hip Hop
Henzock,6,0,/henzock/,Hip Hop
Hoodie Allen,59,0,/hoodie-allen/,Pop
Hungria,67,14.3,/hungria/,Hip Hop
Iggy Azalea,87,2.7,/iggy-azalea/,Hip Hop
InVerso 027,2,0,/inverso-027/,Hip Hop
Irmandade Negra,6,0,/irmandade-negra/,Hip Hop
Israel Cruz,12,0,/israel-cruz/,Hip Hop
Izumed,3,0,/izumed/,Hip Hop
J. Cole,109,0,/j-cole/,Hip Hop
Jason Salles,17,0,/jason-salles/,Pop
Jay Sean,105,0.4,/jay-sean/,Hip Hop
Jay-Z & Kanye West,16,0,/jay-z-kanye-west/,Hip Hop
Jin Sykes,3,0,/jin-sykes/,Hip Hop
Juan PestaÃ±as,12,0,/juan-pestanas/,Hip Hop
Jxvem Pezti,6,0,/jxvem-pezti/,Hip Hop
Karmin,59,0.1,/karmin/,Hip Hop
Karol Conka,45,1.6,/karol-conka/,Hip Hop
Keke Palmer,95,0,/keke-palmer/,Hip Hop
Kevin Gates,94,0.1,/kevin-gates/,Hip Hop
Kevin Rudolf,18,0,/kevin-rudolf/,Pop
LaQuinze,2,0,/laquinze/,Hip Hop
Leo Kiss,1,0,/leo-kiss/,Pop
Liga Fenomenal,1,0,/liga-fenomenal/,Hip Hop
Lil Jon,86,1,/lil-jon-the-east-side-boyz/,Hip Hop
Lloyd Banks,121,0.1,/lloyd-banks/,Hip Hop
Lordxb3,0,0,/lordxb3/,Hip Hop
Luthay,2,0,/luthay/,Hip Hop
M.I.A.,117,0.9,/m-i-a/,Hip Hop
Mack Maine,37,0,/mack-maine/,Hip Hop
Maquinamente,12,0,/maquinamente/,Hip Hop
Marihanna,4,0,/marihanna/,Hip Hop
Mary J. Blige,265,0,/mary-j-blige/,Hip Hop
Mc God,5,0,/mc-god/,Hip Hop
MC GordÃ£o MK,3,0,/mc-gordao-mk/,Hip Hop
MC Guga da VG,1,0,/mc-guga-da-vg/,Hip Hop
Mc Leoest,16,0,/mc-leoest/,Hip Hop
Mc Phul,2,0,/mc-phul/,Hip Hop
MC Rael Souza,12,0,/mc-rael-souza/,Hip Hop
Mc Sluck,1,0,/mc-sluck/,Funk Carioca
Melvin Santhana,8,0,/melvin-santhana/,Hip Hop
Muleca XIII,1,0,/muleca-xiii/,Hip Hop
MV Bill,92,1.7,/mv-bill/,Hip Hop
Nate Dogg,91,0.6,/nate-dogg/,Hip Hop
Natt Maat,7,0,/natt-maat/,Hip Hop
NEGGA,2,0,/negga/,Hip Hop
Nelly Furtado,136,2,/nelly-furtado/,Pop
Nellyy Chris,3,0,/nellyy-chris/,Pop
Nicki Minaj,270,13.9,/nicki-minaj/,Pop
Nicole Scherzinger,101,0.7,/nicole-scherzinger/,Pop
O Ciclo Music,7,0,/o-ciclo-music/,Hip Hop
O Fabricante,2,0,/o-fabricante/,Hip Hop
Opuma VarejÃ£o,1,0,/opuma-varejao/,Hip Hop
Paiakan,8,0,/paiakan/,Hip Hop
Papteezy,9,0,/papteezy/,Hip Hop
Patrona,5,0,/patrona/,Hip Hop
Pharrell Williams,73,4,/pharrell-williams/,Hip Hop
Pitbull,242,2.6,/pitbull/,Pop
Plies,83,0.1,/plies/,Hip Hop
Pregador Luo,130,2.3,/pregador-luo/,Hip Hop
Raffa's MC,4,0,/raffas-mc/,Hip Hop
Rap Hael EC,3,0,/rap-hael-ec/,Hip Hop
Realidade Cruel,83,2.5,/realidade-cruel/,Hip Hop
Reflexos Evolutivos,4,0,/reflexos-evolutivos/,Hip Hop
RK (Brasil),1,0,/rk-brasil/,Hip Hop
Robin MC,9,0,/robin-mc/,Hip Hop
Robot Tank,15,0,/robot-tank/,Hip Hop
RPR 062,5,0,/rpr-062/,Hip Hop
Sabotage,44,3.8,/sabotage/,Hip Hop
Samora MOB13,0,0,/samora-mob13/,Hip Hop
Sanat,8,0,/sanat/,Hip Hop
SD Veloso,1,0,/sd-veloso/,Hip Hop
Short Dawg,7,0,/short-dawg/,Hip Hop
SI AMES E,5,0,/si-ames-e/,Hip Hop
Slain,1,0,/slain/,Hip Hop
Slim Rimografia,43,0.2,/slim-rimografia/,Hip Hop
Snoop Dogg & Wiz Khalifa,13,0,/snoop-dogg-and-wiz-khalifa/,Hip Hop
Suspeito,2,0,/suspeito/,Hip Hop
T-Pain,149,0.5,/t-pain/,Hip Hop
The Game,203,0.5,/the-game/,Hip Hop
Threepz,8,0,/threepz/,Hip Hop
Tici Lino,9,0,/tici-lino/,Hip Hop
Tinashe,102,0.6,/tinashe/,Hip Hop
Tinie Tempah,45,0.2,/tinie-tempah/,Hip Hop
Tioted,127,0.1,/tioted/,Hip Hop
Tom TNF,15,0,/tom-tnf/,Hip Hop
Travis Barker,17,0,/travis-barker/,Hip Hop
TÃºlio Dek,18,0.2,/tulio-dek/,Hip Hop
Twenty88,8,0,/twenty88/,Hip Hop
Tyga,126,1.4,/tyga/,Hip Hop
Under Crew,3,0,/under-crew/,Hip Hop
Us Kings,34,0,/us-kings/,Hip Hop
V.K Rapper,1,0,/v-k-rapper/,Hip Hop
V.S,3,0,/v-s/,Hip Hop
Valdem Mc Sobrevivente da FÃ©,14,0,/valdem-mc-sobrevivente-da-fe/,Hip Hop
Van Breno,6,0,/van-breno/,Hip Hop
VivÃªncia&VisÃ£o,2,0,/vivenciavisao/,Hip Hop
VL.Styfle,10,0,/vl-styfle/,Hip Hop
W-Face,9,0,/w-face/,Hip Hop
Waka Flocka Flame,42,0.1,/waka-flocka-flame/,Hip Hop
Wibe,5,0.6,/wibe/,Hip Hop
Will Smith,128,0.8,/will-smith/,Hip Hop
Wiz Khalifa,256,8.7,/wiz-khalifa/,Hip Hop
Xzibit,143,0.1,/xzibit/,Hip Hop
Yang NSY,7,0,/yang-nsy/,Hip Hop
Young Mts,2,0,/young-mts/,Hip Hop
Yudi Tamashiro,34,0.1,/yudi-tamashiro/,Hip Hop
ZOOTAK,0,0,/zootak/,Hip Hop
Zulluu Predileto,1,0,/zulluu-predileto/,Hip Hop
14 Bis,120,1.8,/14-bis/,Pop
2NE1,103,0.4,/2ne1/,Pop
A.R. Rahman,61,0,/a-r-rahman/,Pop
ABBA,156,13.6,/abba/,Pop
Adele,65,55.4,/adele/,Pop
Adriana Calcanhotto,198,5,/adriana-calcanhoto/,Pop
Alexandra Savior,9,0,/alexandra-savior/,Pop
Alexandre Ghati,3,0,/alexandre-ghati/,Pop
Allan Fontes,4,0,/allan-fontes/,Pop
AllÃª Lopes,1,0,/alle-lopes/,Pop
Allstar Weekend,36,0,/allstar-weekend/,Pop
Allycia,4,0,/allycia/,Funk Carioca
Amanda de Paula,1,0,/amanda-de-paula/,Pop
Ana Elisa Renault,13,0,/ana-elisa-renault/,Pop
Ana Paula ProcÃ_pio,5,0,/ana-paula-procopio/,Pop
AnavitÃ_ria,43,23.8,/anavitoria/,Pop
AndrÃ© Finhana,10,0,/andre-finhana/,Pop
Andriix,5,0,/andriix/,Pop
Anna Cintia,4,0,/anna-cintia/,Pop
Antunes,2,0,/antunes/,Pop
Ara Ketu,133,1.7,/araketu/,Pop
Ariana Carper,13,0,/ariana-carper/,Pop
Armando Luis - Sapinho,10,0,/armando-luis-sapinho/,Pop
Art of Noise,19,0,/art-of-noise/,Pop
Arthur Melkey,6,0,/arthur-melkey/,Pop
Babado Novo,146,1.3,/babado-novo/,Pop
Banda 100 Stress,78,0.1,/banda-100-stress/,Pop
Banda ZeroHum,1,0,/banda-zerohum/,Sertanejo
Becky G,51,3.2,/becky-g/,Hip Hop
Bella Thorne,33,0.1,/bella-thorne/,Pop
Belle & Sebastian,166,0,/belle-sebastian/,Pop
Blakkstar,1,0,/blakkstar/,Pop
Bread,100,1.8,/bread/,Pop
Bruna Izi e Lafaiete,1,0,/bruna-izi-e-lafaiete/,Sertanejo
Bruna Rocha,16,0,/bruna-rocha/,Pop
Bruno Mars,119,39.9,/bruno-mars/,Pop
Bruno Maury,5,0,/bruno-maury/,Pop
Bruno Miguel,28,0.1,/bruno-miguel/,Pop
Bruno Oliveira,44,0,/bruno-oliveira/,Sertanejo
Cadu Ferreira,4,0,/cadu-ferreira/,Pop
